PROFILE_KEY,MARKET_NAME,HOTEL_NAME,PROPERTY_CODE,LAUNCH_DATE,CITY_STATE,LOCATION_GROUP_1,LOCATION_GROUP_2,PROPERTY_PAGE_URL,AVAILABILITY_URL,PROPERTY_MIN_RATE,PROPERTY_MIN_ASTERISK,PROPERTY_MAX_RATE,PROPERTY_MAX_ASTERISK,CURRENCY_SYMBOL,INTERNATIONAL,OFFER_START_DATE,OFFER_END_DATE,EMAIL_VEOF,MARKET_STATE ,MARKET_CITY ,PROPERTY_STATE ,PROPERTY_CITY ,ADDRESS1 ,ZIP,MARSHA_CODE ,TOP_DESTINATIONS,REGION
BOSLW20150427,Massachusetts - Boston,Boston Marriott Long Wharf,BOSLW,20150427,"Boston, MA",,,www.marriott.com/property/propertyPage/BOSLW?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BOSLW&cc=MEB&fromDate=05/01/15&toDate=05/03/15,239,*, , ,$, ,20150430,20150503,MABOST,Massachusetts,Boston,MA,Boston,296 State Street,2109,boslw,Y,NORTHEAST
BOSML20150427,Massachusetts - Boston,Courtyard Boston Milford,BOSML,20150427,"Milford, MA",,,www.marriott.com/property/propertyPage/BOSML?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BOSML&cc=MEB&fromDate=04/30/15&toDate=05/03/15,87, ,143, ,$, ,20150430,20150503,MABOST,Massachusetts,Boston,MA,Milford,10 Fortune Boulevard,1757,bosml,Y,NORTHEAST
BOSNM20150427,Massachusetts - Boston,Fairfield Inn & Suites Boston Milford,BOSNM,20150427,"Milford, MA",,,www.marriott.com/property/propertyPage/BOSNM?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BOSNM&cc=MEB&fromDate=04/30/15&toDate=05/03/15,79, ,151, ,$, ,20150430,20150503,MABOST,Massachusetts,Boston,MA,Milford,1 Fortune Boulevard,1757,bosnm,Y,NORTHEAST
BOSNT20150427,Massachusetts - Boston,Boston Marriott Newton,BOSNT,20150427,"Newton, MA",,,www.marriott.com/property/propertyPage/BOSNT?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BOSNT&cc=MEB&fromDate=04/30/15&toDate=05/03/15,111, , , ,$, ,20150430,20150503,MABOST,Massachusetts,Boston,MA,Newton,2345 Commonwealth Avenue,2466,bosnt,Y,NORTHEAST
BOSNW20150427,Massachusetts - Boston,Courtyard Boston Norwood/Canton,BOSNW,20150427,"Norwood, MA",,,www.marriott.com/property/propertyPage/BOSNW?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BOSNW&cc=MEB&fromDate=04/30/15&toDate=05/03/15,103, ,111, ,$, ,20150430,20150503,MABOST,Massachusetts,Boston,MA,Norwood,300 River Ridge Drive,2062,bosnw,Y,NORTHEAST
BOSPB20150427,Massachusetts - Boston,Boston Marriott Peabody,BOSPB,20150427,"Peabody, MA",,,www.marriott.com/property/propertyPage/BOSPB?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BOSPB&cc=MEB&fromDate=04/30/15&toDate=05/03/15,127, , , ,$, ,20150430,20150503,MABOST,Massachusetts,Boston,MA,Peabody,8A Centennial Drive,1960,bospb,Y,NORTHEAST
BOSQU20150427,Massachusetts - Boston,Boston Marriott Quincy,BOSQU,20150427,"Quincy, MA",,,www.marriott.com/property/propertyPage/BOSQU?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BOSQU&cc=MEB&fromDate=04/30/15&toDate=05/03/15,119, , , ,$, ,20150430,20150503,MABOST,Massachusetts,Boston,MA,Quincy,1000 Marriott Drive,2169,bosqu,Y,NORTHEAST
BOSRF20150427,Massachusetts - Boston,Fairfield Inn & Suites Boston North,BOSRF,20150427,"Revere, MA",,,www.marriott.com/property/propertyPage/BOSRF?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BOSRF&cc=MEB&fromDate=04/30/15&toDate=05/03/15,143, , , ,$, ,20150430,20150503,MABOST,Massachusetts,Boston,MA,Revere,100 Morris Street,2151,bosrf,Y,NORTHEAST
BOSTD20150427,Massachusetts - Boston,TownePlace Suites Boston North Shore/Danvers,BOSTD,20150427,"Danvers, MA",,,www.marriott.com/property/propertyPage/BOSTD?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BOSTD&cc=MEB&fromDate=04/30/15&toDate=05/03/15,103, , , ,$, ,20150430,20150503,MABOST,Massachusetts,Boston,MA,Danvers,238 Andover Street,1923,bostd,Y,NORTHEAST
BOSTT20150427,Massachusetts - Boston,TownePlace Suites Boston Tewksbury/Andover,BOSTT,20150427,"Tewksbury, MA",,,www.marriott.com/property/propertyPage/BOSTT?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BOSTT&cc=MEB&fromDate=04/30/15&toDate=05/03/15,75, , , ,$, ,20150430,20150503,MABOST,Massachusetts,Boston,MA,Tewksbury,20 International Place,1876,bostt,Y,NORTHEAST
BOSTW20150427,Massachusetts - Boston,Residence Inn Boston Harbor on Tudor Wharf,BOSTW,20150427,"Boston, MA",,,www.marriott.com/property/propertyPage/BOSTW?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BOSTW&cc=MEB&fromDate=05/01/15&toDate=05/03/15,215, ,247,*,$, ,20150430,20150503,MABOST,Massachusetts,Boston,MA,Boston,34-44 Charles River Avenue,2129,bostw,Y,NORTHEAST
BOSWB20150427,Massachusetts - Boston,Courtyard Boston Woburn/Burlington,BOSWB,20150427,"Woburn, MA",,,www.marriott.com/property/propertyPage/BOSWB?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BOSWB&cc=MEB&fromDate=05/01/15&toDate=05/03/15,95, ,159,*,$, ,20150430,20150503,MABOST,Massachusetts,Boston,MA,Woburn,240 Mishawum Road,1801,boswb,Y,NORTHEAST
BOSWM20150427,Massachusetts - Boston,Courtyard Boston Waltham,BOSWM,20150427,"Waltham, MA",,,www.marriott.com/property/propertyPage/BOSWM?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BOSWM&cc=MEB&fromDate=05/01/15&toDate=05/03/15,127,*, , ,$, ,20150430,20150503,MABOST,Massachusetts,Boston,MA,Waltham,387 Winter Street,2451,boswm,Y,NORTHEAST
EWBRI20150427,Massachusetts - Multiple Cities,Residence Inn New Bedford Dartmouth,EWBRI,20150427,"North Dartmouth, MA",,,www.marriott.com/property/propertyPage/EWBRI?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=EWBRI&cc=MEB&fromDate=04/30/15&toDate=05/03/15,119, ,127, ,$, ,20150430,20150503,MAMULT,Massachusetts,Multiple Cities,MA,North Dartmouth,181 Faunce Corner Road,2747,ewbri,N,NORTHEAST
GBRFI20150427,Massachusetts - Multiple Cities,Fairfield Inn & Suites Lenox Great Barrington/Berkshires,GBRFI,20150427,"Great Barrington, MA",,,www.marriott.com/property/propertyPage/GBRFI?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=GBRFI&cc=MEB&fromDate=04/30/15&toDate=05/03/15,151, ,167, ,$, ,20150430,20150503,MAMULT,Massachusetts,Multiple Cities,MA,Great Barrington,"249 Stockbridge Road, Route 7",1230,gbrfi,N,NORTHEAST
PYMFM20150427,Massachusetts - Multiple Cities,Fairfield Inn Plymouth Middleboro,PYMFM,20150427,"Middleboro, MA",,,www.marriott.com/property/propertyPage/PYMFM?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=PYMFM&cc=MEB&fromDate=04/30/15&toDate=05/03/15,111, ,119, ,$, ,20150430,20150503,MAMULT,Massachusetts,Multiple Cities,MA,Middleboro,4 Chalet Road,2346,pymfm,N,NORTHEAST
GRRRI20150427,Michigan - Grand Rapids,Residence Inn Grand Rapids Airport,GRRRI,20150427,"Grand Rapids, MI",,,www.marriott.com/property/propertyPage/GRRRI?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=GRRRI&cc=MEB&fromDate=05/01/15&toDate=05/03/15,95, ,111,*,$, ,20150430,20150503,MIGRAN,Michigan,Grand Rapids,MI,Grand Rapids,4443 28th Street SE,49512,grrri,N,MIDWEST
LANCY20150427,Michigan - Lansing,Courtyard Lansing,LANCY,20150427,"Lansing, MI",,,www.marriott.com/property/propertyPage/LANCY?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=LANCY&cc=MEB&fromDate=04/30/15&toDate=05/03/15,103, ,111, ,$, ,20150430,20150503,MILANS,Michigan,Lansing,MI,Lansing,2710 Lake Lansing Road,48912,lancy,N,MIDWEST
MCIDT20150427,Missouri - Kansas City,Kansas City Marriott Downtown,MCIDT,20150427,"Kansas City, MO",,,www.marriott.com/property/propertyPage/MCIDT?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=MCIDT&cc=MEB&fromDate=04/30/15&toDate=05/03/15,159, , , ,$, ,20150430,20150503,MOKANS,Missouri,Kansas City,MO,Kansas City,200 West 12th Street,64105,mcidt,N,MIDWEST
MCIKN20150427,Missouri - Kansas City,Fairfield Inn & Suites Kansas City North Near Worlds of Fun,MCIKN,20150427,"Kansas City, MO",,,www.marriott.com/property/propertyPage/MCIKN?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=MCIKN&cc=MEB&fromDate=04/30/15&toDate=05/03/15,99, ,111, ,$, ,20150430,20150503,MOKANS,Missouri,Kansas City,MO,Kansas City,4231 North Corrington Ave,64117,mcikn,N,MIDWEST
MCIOP20150427,Missouri - Kansas City,Overland Park Marriott,MCIOP,20150427,"Overland Park, KS",,,www.marriott.com/property/propertyPage/MCIOP?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=MCIOP&cc=MEB&fromDate=04/30/15&toDate=05/03/15,103, , , ,$, ,20150430,20150503,MOKANS,Missouri,Kansas City,KS,Overland Park,10800 Metcalf Avenue,66210,mciop,N,MIDWEST
RNOFI20150427,Nevada - Reno,Fairfield Inn & Suites Reno Sparks,RNOFI,20150427,"Sparks, NV",,,www.marriott.com/property/propertyPage/RNOFI?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=RNOFI&cc=MEB&fromDate=04/30/15&toDate=05/03/15,99, ,107, ,$, ,20150430,20150503,NVRENO,Nevada,Reno,NV,Sparks,2085 Brierley Way,89434,rnofi,N,NORTHWEST
MHTFM20150427,New Hampshire - Manchester-Concord,Fairfield Inn Manchester-Boston Regional Airport,MHTFM,20150427,"Manchester, NH",,,www.marriott.com/property/propertyPage/MHTFM?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=MHTFM&cc=MEB&fromDate=05/01/15&toDate=05/03/15,87,*, , ,$, ,20150430,20150503,NHMANC,New Hampshire,Manchester-Concord,NH,Manchester,860 South Porter Street,3103,mhtfm,N,NORTHEAST
MHTHO20150427,New Hampshire - Manchester-Concord,Fairfield Inn & Suites Hooksett,MHTHO,20150427,"Hooksett, NH",,,www.marriott.com/property/propertyPage/MHTHO?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=MHTHO&cc=MEB&fromDate=04/30/15&toDate=05/03/15,95, ,103, ,$, ,20150430,20150503,NHMANC,New Hampshire,Manchester-Concord,NH,Hooksett,8 Bell Ave,3106,mhtho,N,NORTHEAST
MHTDT20150427,New Hampshire - Multiple Cities,Courtyard Keene Downtown,MHTDT,20150427,"Keene, NH",,,www.marriott.com/property/propertyPage/MHTDT?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=MHTDT&cc=MEB&fromDate=05/01/15&toDate=05/03/15,791, ,799,*,$, ,20150430,20150503,NHMULT,New Hampshire,Multiple Cities,NH,Keene,75 Railroad Street,3431,mhtdt,N,NORTHEAST
MHTGF20150427,New Hampshire - Multiple Cities,TownePlace Suites Gilford,MHTGF,20150427,"Gilford, NH",,,www.marriott.com/property/propertyPage/MHTGF?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=MHTGF&cc=MEB&fromDate=04/30/15&toDate=05/03/15,119, ,159, ,$, ,20150430,20150503,NHMULT,New Hampshire,Multiple Cities,NH,Gilford,14 Sawmill Road,3249,mhtgf,N,NORTHEAST
ELMHH20150427,New York - Multiple Cities,Fairfield Inn & Suites Elmira Corning,ELMHH,20150427,"Horseheads, NY",,,www.marriott.com/property/propertyPage/ELMHH?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ELMHH&cc=MEB&fromDate=04/30/15&toDate=05/03/15,115, , , ,$, ,20150430,20150503,NYMULT,New York,Multiple Cities,NY,Horseheads,1600 County Route 64,14845,elmhh,N,NORTHEAST
SLKCY20150427,New York - Multiple Cities,Courtyard Lake Placid,SLKCY,20150427,"Lake Placid, NY",,,www.marriott.com/property/propertyPage/SLKCY?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=SLKCY&cc=MEB&fromDate=05/01/15&toDate=05/03/15,111, ,119,*,$, ,20150430,20150503,NYMULT,New York,Multiple Cities,NY,Lake Placid,5920 Cascade Road,12946,slkcy,N,NORTHEAST
SYRDR20150427,New York - Multiple Cities,Residence Inn Syracuse Downtown at Armory Square,SYRDR,20150427,"Syracuse, NY",,,www.marriott.com/property/propertyPage/SYRDR?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=SYRDR&cc=MEB&fromDate=05/01/15&toDate=05/03/15,151, ,175,*,$, ,20150430,20150503,NYMULT,New York,Multiple Cities,NY,Syracuse,300 West Fayette Street,13202,syrdr,N,NORTHEAST
ROCAP20150427,New York - Rochester,Rochester Airport Marriott,ROCAP,20150427,"Rochester, NY",,,www.marriott.com/property/propertyPage/ROCAP?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ROCAP&cc=MEB&fromDate=04/30/15&toDate=05/03/15,115, , , ,$, ,20150430,20150503,NYROCH,New York,Rochester,NY,Rochester,1890 Ridge Road West,14615,rocap,N,NORTHEAST
ROCCH20150427,New York - Rochester,Courtyard Rochester Brighton,ROCCH,20150427,"Rochester, NY",,,www.marriott.com/property/propertyPage/ROCCH?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ROCCH&cc=MEB&fromDate=04/30/15&toDate=05/03/15,95, , , ,$, ,20150430,20150503,NYROCH,New York,Rochester,NY,Rochester,33 Corporate Woods Drive,14623,rocch,N,NORTHEAST
ROCCY20150427,New York - Rochester,Courtyard Rochester East/Penfield,ROCCY,20150427,"Rochester, NY",,,www.marriott.com/property/propertyPage/ROCCY?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ROCCY&cc=MEB&fromDate=04/30/15&toDate=05/03/15,119, , , ,$, ,20150430,20150503,NYROCH,New York,Rochester,NY,Rochester,1000 Linden Park,14625,roccy,N,NORTHEAST
ROCDL20150427,New York - Rochester,The Del Monte Lodge Renaissance Rochester Hotel & Spa,ROCDL,20150427,"Pittsford, NY",,,www.marriott.com/property/propertyPage/ROCDL?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ROCDL&cc=MEB&fromDate=04/30/15&toDate=05/03/15,199, , , ,$, ,20150430,20150503,NYROCH,New York,Rochester,NY,Pittsford,41 North Main Street,14534,rocdl,N,NORTHEAST
ROCFA20150427,New York - Rochester,Fairfield Inn Rochester Airport,ROCFA,20150427,"Rochester, NY",,,www.marriott.com/property/propertyPage/ROCFA?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ROCFA&cc=MEB&fromDate=04/30/15&toDate=05/03/15,111, ,127, ,$, ,20150430,20150503,NYROCH,New York,Rochester,NY,Rochester,1200 Brooks Avenue,14624,rocfa,N,NORTHEAST
GSOSH20150427,North Carolina - Greensboro,SpringHill Suites Greensboro,GSOSH,20150427,"Greensboro, NC",,,www.marriott.com/property/propertyPage/GSOSH?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=GSOSH&cc=MEB&fromDate=05/01/15&toDate=05/03/15,111, ,119,*,$, ,20150430,20150503,NCGREE,North Carolina,Greensboro,NC,Greensboro,6006 Landmark Center Blvd,27407,gsosh,N,SOUTHEAST
CAKCC20150427,Ohio - Canton-Akron,Courtyard Canton,CAKCC,20150427,"North Canton, OH",,,www.marriott.com/property/propertyPage/CAKCC?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=CAKCC&cc=MEB&fromDate=04/30/15&toDate=05/03/15,103, ,111, ,$, ,20150430,20150503,OHCANT,Ohio,Canton-Akron,OH,North Canton,4375 Metro Circle NW,44720,cakcc,N,MIDWEST
CAKFC20150427,Ohio - Canton-Akron,Fairfield Inn & Suites Canton South,CAKFC,20150427,"Canton, OH",,,www.marriott.com/property/propertyPage/CAKFC?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=CAKFC&cc=MEB&fromDate=04/30/15&toDate=05/03/15,79, ,83, ,$, ,20150430,20150503,OHCANT,Ohio,Canton-Akron,OH,Canton,4025 Greentree Avenue,44706,cakfc,N,MIDWEST
CLEAP20150427,Ohio - Cleveland,Cleveland Airport Marriott,CLEAP,20150427,"Cleveland, OH",,,www.marriott.com/property/propertyPage/CLEAP?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=CLEAP&cc=MEB&fromDate=04/30/15&toDate=05/03/15,103, , , ,$, ,20150430,20150503,OHCLEV,Ohio,Cleveland,OH,Cleveland,4277 West 150th Street,44135,cleap,N,MIDWEST
CLEAV20150427,Ohio - Cleveland,Fairfield Inn & Suites Cleveland Avon,CLEAV,20150427,"Avon, OH",,,www.marriott.com/property/propertyPage/CLEAV?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=CLEAV&cc=MEB&fromDate=04/30/15&toDate=05/03/15,119, ,135, ,$, ,20150430,20150503,OHCLEV,Ohio,Cleveland,OH,Avon,39050 Colorado Avenue,44011,cleav,N,MIDWEST
CLEBH20150427,Ohio - Cleveland,Fairfield Inn & Suites Cleveland Beachwood,CLEBH,20150427,"Beachwood, OH",,,www.marriott.com/property/propertyPage/CLEBH?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=CLEBH&cc=MEB&fromDate=04/30/15&toDate=05/03/15,91, ,123, ,$, ,20150430,20150503,OHCLEV,Ohio,Cleveland,OH,Beachwood,3750 Orange Place,44122,clebh,N,MIDWEST
CLEBW20150427,Ohio - Cleveland,Courtyard Cleveland Beachwood,CLEBW,20150427,"Beachwood, OH",,,www.marriott.com/property/propertyPage/CLEBW?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=CLEBW&cc=MEB&fromDate=04/30/15&toDate=05/03/15,95, ,103, ,$, ,20150430,20150503,OHCLEV,Ohio,Cleveland,OH,Beachwood,3695 Orange Place,44122,clebw,N,MIDWEST
CLECW20150427,Ohio - Cleveland,Courtyard Cleveland Westlake,CLECW,20150427,"Westlake, OH",,,www.marriott.com/property/propertyPage/CLECW?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=CLECW&cc=MEB&fromDate=05/01/15&toDate=05/03/15,99, ,103,*,$, ,20150430,20150503,OHCLEV,Ohio,Cleveland,OH,Westlake,25050 Sperry Drive,44145,clecw,N,MIDWEST
CLETS20150427,Ohio - Cleveland,TownePlace Suites Cleveland Westlake,CLETS,20150427,"Westlake, OH",,,www.marriott.com/property/propertyPage/CLETS?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=CLETS&cc=MEB&fromDate=05/01/15&toDate=05/03/15,103,*, , ,$, ,20150430,20150503,OHCLEV,Ohio,Cleveland,OH,Westlake,25052 Sperry Drive,44145,clets,N,MIDWEST
OKCST20150427,Oklahoma - Oklahoma City,Fairfield Inn Oklahoma City South/Crossroads Mall,OKCST,20150427,"Oklahoma City, OK",,,www.marriott.com/property/propertyPage/OKCST?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=OKCST&cc=MEB&fromDate=04/30/15&toDate=05/03/15,83, ,91, ,$, ,20150430,20150503,OKOKLA,Oklahoma,Oklahoma City,OK,Oklahoma City,1101 East I-240 Service Road,73149,okcst,N,SOUTHWEST
HARET20150427,Pennsylvania - Harrisburg,SpringHill Suites Harrisburg Hershey,HARET,20150427,"Harrisburg, PA",,,www.marriott.com/property/propertyPage/HARET?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=HARET&cc=MEB&fromDate=05/01/15&toDate=05/03/15,111, ,135,*,$, ,20150430,20150503,PAHARR,Pennsylvania,Harrisburg,PA,Harrisburg,15 Capital Drive at I-81 Progress Avenue Exit 69,17110,haret,N,NORTHEAST
HARRI20150427,Pennsylvania - Harrisburg,Residence Inn Harrisburg Carlisle,HARRI,20150427,"Carlisle, PA",,,www.marriott.com/property/propertyPage/HARRI?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=HARRI&cc=MEB&fromDate=05/01/15&toDate=05/03/15,111, ,119,*,$, ,20150430,20150503,PAHARR,Pennsylvania,Harrisburg,PA,Carlisle,1 Hampton Court,17013,harri,N,NORTHEAST
HARYK20150427,Pennsylvania - Harrisburg,Courtyard York,HARYK,20150427,"York, PA",,,www.marriott.com/property/propertyPage/HARYK?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=HARYK&cc=MEB&fromDate=05/01/15&toDate=05/03/15,103, ,111,*,$, ,20150430,20150503,PAHARR,Pennsylvania,Harrisburg,PA,York,2799 Concord Road,17402,haryk,N,NORTHEAST
HARYT20150427,Pennsylvania - Harrisburg,TownePlace Suites York,HARYT,20150427,"York, PA",,,www.marriott.com/property/propertyPage/HARYT?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=HARYT&cc=MEB&fromDate=05/01/15&toDate=05/03/15,111, ,127,*,$, ,20150430,20150503,PAHARR,Pennsylvania,Harrisburg,PA,York,2789 Concord Road,17402,haryt,N,NORTHEAST
ABECY20150427,Pennsylvania - Multiple Cities,Courtyard Allentown Bethlehem/Lehigh Valley Airport,ABECY,20150427,"Bethlehem, PA",,,www.marriott.com/property/propertyPage/ABECY?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ABECY&cc=MEB&fromDate=04/30/15&toDate=05/03/15,119, ,127, ,$, ,20150430,20150503,PAMULT,Pennsylvania,Multiple Cities,PA,Bethlehem,2160 Motel Drive,18018,abecy,N,NORTHEAST
ABETS20150427,Pennsylvania - Multiple Cities,TownePlace Suites Bethlehem Easton,ABETS,20150427,"Easton, PA",,,www.marriott.com/property/propertyPage/ABETS?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ABETS&cc=MEB&fromDate=04/30/15&toDate=05/03/15,127, ,135, ,$, ,20150430,20150503,PAMULT,Pennsylvania,Multiple Cities,PA,Easton,3800 Easton/Nazareth Highway,18045,abets,N,NORTHEAST
AVPFI20150427,Pennsylvania - Multiple Cities,Fairfield Inn & Suites Wilkes-Barre Scranton,AVPFI,20150427,"Wilkes-Barre, PA",,,www.marriott.com/property/propertyPage/AVPFI?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=AVPFI&cc=MEB&fromDate=04/30/15&toDate=05/03/15,119, , , ,$, ,20150430,20150503,PAMULT,Pennsylvania,Multiple Cities,PA,Wilkes-Barre,884 Kidder Street,18702,avpfi,N,NORTHEAST
BGMWB20150427,Pennsylvania - Multiple Cities,Fairfield Inn & Suites Towanda Wysox,BGMWB,20150427,"Towanda, PA",,,www.marriott.com/property/propertyPage/BGMWB?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BGMWB&cc=MEB&fromDate=04/30/15&toDate=05/03/15,103, , , ,$, ,20150430,20150503,PAMULT,Pennsylvania,Multiple Cities,PA,Towanda,1248 Golden Mile Road,18848,bgmwb,N,NORTHEAST
DUJFI20150427,Pennsylvania - Multiple Cities,Fairfield Inn & Suites DuBois,DUJFI,20150427,"DuBois, PA",,,www.marriott.com/property/propertyPage/DUJFI?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=DUJFI&cc=MEB&fromDate=05/01/15&toDate=05/03/15,79, ,87,*,$, ,20150430,20150503,PAMULT,Pennsylvania,Multiple Cities,PA,DuBois,2219 Bee Line Highway,15801,dujfi,N,NORTHEAST
ERICY20150427,Pennsylvania - Multiple Cities,Courtyard Erie Ambassador Conference Center,ERICY,20150427,"Erie, PA",,,www.marriott.com/property/propertyPage/ERICY?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ERICY&cc=MEB&fromDate=04/30/15&toDate=05/03/15,119, ,127, ,$, ,20150430,20150503,PAMULT,Pennsylvania,Multiple Cities,PA,Erie,7792 Peach St.,16509,ericy,N,NORTHEAST
ERISH20150427,Pennsylvania - Multiple Cities,SpringHill Suites Erie,ERISH,20150427,"Erie, PA",,,www.marriott.com/property/propertyPage/ERISH?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ERISH&cc=MEB&fromDate=04/30/15&toDate=05/03/15,135, ,143, ,$, ,20150430,20150503,PAMULT,Pennsylvania,Multiple Cities,PA,Erie,2087 Interchange Road,16509,erish,N,NORTHEAST
