PROFILE_KEY,MARKET_NAME,HOTEL_NAME,PROPERTY_CODE,LAUNCH_DATE,CITY_STATE,LOCATION_GROUP_1,LOCATION_GROUP_2,PROPERTY_PAGE_URL,AVAILABILITY_URL,PROPERTY_MIN_RATE,PROPERTY_MIN_ASTERISK,PROPERTY_MAX_RATE,PROPERTY_MAX_ASTERISK,CURRENCY_SYMBOL,INTERNATIONAL,OFFER_START_DATE,OFFER_END_DATE,EMAIL_VEOF,MARKET_STATE ,MARKET_CITY ,PROPERTY_STATE ,PROPERTY_CITY ,ADDRESS1 ,ZIP,MARSHA_CODE ,TOP_DESTINATIONS,REGION
IPTFI20150427,Pennsylvania - Multiple Cities,Fairfield Inn & Suites Williamsport,IPTFI,20150427,"Williamsport, PA",,,www.marriott.com/property/propertyPage/IPTFI?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=IPTFI&cc=MEB&fromDate=04/30/15&toDate=05/03/15,75, ,87, ,$, ,20150430,20150503,PAMULT,Pennsylvania,Multiple Cities,PA,Williamsport,104 Maynard Street,17701,iptfi,N,NORTHEAST
IPTRI20150427,Pennsylvania - Multiple Cities,Residence Inn Williamsport,IPTRI,20150427,"Williamsport, PA",,,www.marriott.com/property/propertyPage/IPTRI?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=IPTRI&cc=MEB&fromDate=04/30/15&toDate=05/03/15,99, ,103, ,$, ,20150430,20150503,PAMULT,Pennsylvania,Multiple Cities,PA,Williamsport,150 West Church Street,17701,iptri,N,NORTHEAST
IPTTS20150427,Pennsylvania - Multiple Cities,TownePlace Suites Williamsport,IPTTS,20150427,"Williamsport, PA",,,www.marriott.com/property/propertyPage/IPTTS?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=IPTTS&cc=MEB&fromDate=04/30/15&toDate=05/03/15,83, , , ,$, ,20150430,20150503,PAMULT,Pennsylvania,Multiple Cities,PA,Williamsport,10 West Church Street,17701,iptts,N,NORTHEAST
PHLLD20150427,Pennsylvania - Multiple Cities,Courtyard Philadelphia Lansdale,PHLLD,20150427,"Lansdale, PA",,,www.marriott.com/property/propertyPage/PHLLD?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=PHLLD&cc=MEB&fromDate=04/30/15&toDate=05/03/15,95, ,135, ,$, ,20150430,20150503,PAMULT,Pennsylvania,Multiple Cities,PA,Lansdale,1737 Sumneytown Pike,19446,phlld,N,NORTHEAST
SCEHD20150427,Pennsylvania - Multiple Cities,Fairfield Inn & Suites Huntingdon Route 22/Raystown Lake,SCEHD,20150427,"Huntingdon, PA",,,www.marriott.com/property/propertyPage/SCEHD?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=SCEHD&cc=MEB&fromDate=05/01/15&toDate=05/03/15,103,*, , ,$, ,20150430,20150503,PAMULT,Pennsylvania,Multiple Cities,PA,Huntingdon,9970 Shaner Boulevard,16652,scehd,N,NORTHEAST
PHLAT20150427,Pennsylvania - Philadelphia,Courtyard Philadelphia Airport,PHLAT,20150427,"Philadelphia, PA",,,www.marriott.com/property/propertyPage/PHLAT?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=PHLAT&cc=MEB&fromDate=04/30/15&toDate=05/03/15,115, ,139, ,$, ,20150430,20150503,PAPHIL,Pennsylvania,Philadelphia,PA,Philadelphia,8900 Bartram Avenue,19153,phlat,Y,NORTHEAST
PHLBW20150427,Pennsylvania - Philadelphia,Residence Inn Philadelphia Valley Forge,PHLBW,20150427,"Berwyn, PA",,,www.marriott.com/property/propertyPage/PHLBW?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=PHLBW&cc=MEB&fromDate=05/01/15&toDate=05/03/15,111, ,175,*,$, ,20150430,20150503,PAPHIL,Pennsylvania,Philadelphia,PA,Berwyn,600 West Swedesford Road,19312,phlbw,Y,NORTHEAST
PHLCN20150427,Pennsylvania - Philadelphia,Residence Inn Philadelphia Conshohocken,PHLCN,20150427,"Conshohocken, PA",,,www.marriott.com/property/propertyPage/PHLCN?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=PHLCN&cc=MEB&fromDate=04/30/15&toDate=05/03/15,143, ,151, ,$, ,20150430,20150503,PAPHIL,Pennsylvania,Philadelphia,PA,Conshohocken,191 Washington Street,19428,phlcn,Y,NORTHEAST
PHLCV20150427,Pennsylvania - Philadelphia,Courtyard Philadelphia Coatesville/Exton,PHLCV,20150427,"Coatesville, PA",,,www.marriott.com/property/propertyPage/PHLCV?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=PHLCV&cc=MEB&fromDate=04/30/15&toDate=05/03/15,103, ,119, ,$, ,20150430,20150503,PAPHIL,Pennsylvania,Philadelphia,PA,Coatesville,600 Manor Road,19320,phlcv,Y,NORTHEAST
PHLCY20150427,Pennsylvania - Philadelphia,Courtyard Philadelphia Plymouth Meeting,PHLCY,20150427,"Plymouth Meeting, PA",,,www.marriott.com/property/propertyPage/PHLCY?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=PHLCY&cc=MEB&fromDate=04/30/15&toDate=05/03/15,103, ,127, ,$, ,20150430,20150503,PAPHIL,Pennsylvania,Philadelphia,PA,Plymouth Meeting,651 Fountain Road,19462,phlcy,Y,NORTHEAST
PHLKP20150427,Pennsylvania - Philadelphia,SpringHill Suites Philadelphia Valley Forge/King of Prussia,PHLKP,20150427,"King of Prussia, PA",,,www.marriott.com/property/propertyPage/PHLKP?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=PHLKP&cc=MEB&fromDate=04/30/15&toDate=05/03/15,103, ,111, ,$, ,20150430,20150503,PAPHIL,Pennsylvania,Philadelphia,PA,King of Prussia,875 Mancill Mill Road,19406,phlkp,Y,NORTHEAST
PHLPY20150427,Pennsylvania - Philadelphia,SpringHill Suites Philadelphia Plymouth Meeting,PHLPY,20150427,"Plymouth Meeting, PA",,,www.marriott.com/property/propertyPage/PHLPY?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=PHLPY&cc=MEB&fromDate=04/30/15&toDate=05/03/15,103, ,127, ,$, ,20150430,20150503,PAPHIL,Pennsylvania,Philadelphia,PA,Plymouth Meeting,430 Plymouth Road,19462,phlpy,Y,NORTHEAST
PHLRL20150427,Pennsylvania - Philadelphia,Residence Inn Mt. Laurel at Bishop's Gate,PHLRL,20150427,"Mount Laurel, NJ",,,www.marriott.com/property/propertyPage/PHLRL?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=PHLRL&cc=MEB&fromDate=04/30/15&toDate=05/03/15,111, ,135, ,$, ,20150430,20150503,PAPHIL,Pennsylvania,Philadelphia,NJ,Mount Laurel,1000 Bishops Gate Boulevard,8054,phlrl,Y,NORTHEAST
PHLRW20150427,Pennsylvania - Philadelphia,Residence Inn Philadelphia Willow Grove,PHLRW,20150427,"Horsham, PA",,,www.marriott.com/property/propertyPage/PHLRW?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=PHLRW&cc=MEB&fromDate=05/01/15&toDate=05/03/15,111, ,135,*,$, ,20150430,20150503,PAPHIL,Pennsylvania,Philadelphia,PA,Horsham,3 Walnut Grove Drive,19044,phlrw,Y,NORTHEAST
PHLSR20150427,Pennsylvania - Philadelphia,SpringHill Suites Philadelphia Airport/Ridley Park,PHLSR,20150427,"Ridley Park, PA",,,www.marriott.com/property/propertyPage/PHLSR?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=PHLSR&cc=MEB&fromDate=05/01/15&toDate=05/03/15,119, ,127,*,$, ,20150430,20150503,PAPHIL,Pennsylvania,Philadelphia,PA,Ridley Park,201 Industrial Highway,19078,phlsr,Y,NORTHEAST
PHLVA20150427,Pennsylvania - Philadelphia,Courtyard Philadelphia Valley Forge/King of Prussia,PHLVA,20150427,"Wayne, PA",,,www.marriott.com/property/propertyPage/PHLVA?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=PHLVA&cc=MEB&fromDate=04/30/15&toDate=05/03/15,87, ,135, ,$, ,20150430,20150503,PAPHIL,Pennsylvania,Philadelphia,PA,Wayne,1100 Drummers Lane,19087,phlva,Y,NORTHEAST
PHLWG20150427,Pennsylvania - Philadelphia,Courtyard Philadelphia Willow Grove,PHLWG,20150427,"Willow Grove, PA",,,www.marriott.com/property/propertyPage/PHLWG?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=PHLWG&cc=MEB&fromDate=05/01/15&toDate=05/03/15,95, ,135,*,$, ,20150430,20150503,PAPHIL,Pennsylvania,Philadelphia,PA,Willow Grove,2350 Easton Road Route 611,19090,phlwg,Y,NORTHEAST
PHLWL20150427,Pennsylvania - Philadelphia,SpringHill Suites Philadelphia Willow Grove,PHLWL,20150427,"Willow Grove, PA",,,www.marriott.com/property/propertyPage/PHLWL?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=PHLWL&cc=MEB&fromDate=05/01/15&toDate=05/03/15,95, ,135,*,$, ,20150430,20150503,PAPHIL,Pennsylvania,Philadelphia,PA,Willow Grove,2480 Maryland Road,19090,phlwl,Y,NORTHEAST
ABRTS20150427,South Dakota - Multiple Cities,TownePlace Suites Aberdeen,ABRTS,20150427,"Aberdeen, SD",,,www.marriott.com/property/propertyPage/ABRTS?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ABRTS&cc=MEB&fromDate=04/30/15&toDate=05/03/15,99, ,103, ,$, ,20150430,20150503,SDMULT,South Dakota,Multiple Cities,SD,Aberdeen,402 Norwood Street South,57401,abrts,N,MIDWEST
BKXFI20150427,South Dakota - Multiple Cities,Fairfield Inn & Suites Brookings,BKXFI,20150427,"Brookings, SD",,,www.marriott.com/property/propertyPage/BKXFI?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BKXFI&cc=MEB&fromDate=04/30/15&toDate=05/03/15,119, , , ,$, ,20150430,20150503,SDMULT,South Dakota,Multiple Cities,SD,Brookings,3000 LeFevre Drive,57006,bkxfi,N,MIDWEST
FSDTS20150427,South Dakota - Multiple Cities,TownePlace Suites Sioux Falls,FSDTS,20150427,"Sioux Falls, SD",,,www.marriott.com/property/propertyPage/FSDTS?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=FSDTS&cc=MEB&fromDate=04/30/15&toDate=05/03/15,103, , , ,$, ,20150430,20150503,SDMULT,South Dakota,Multiple Cities,SD,Sioux Falls,4545 W. Homefield Dr.,57106,fsdts,N,MIDWEST
RAPFI20150427,South Dakota - Multiple Cities,Fairfield Inn & Suites Rapid City,RAPFI,20150427,"Rapid City, SD",,,www.marriott.com/property/propertyPage/RAPFI?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=RAPFI&cc=MEB&fromDate=05/01/15&toDate=05/03/15,79,*, , ,$, ,20150430,20150503,SDMULT,South Dakota,Multiple Cities,SD,Rapid City,1314 N. Elk Vale Road,57703,rapfi,N,MIDWEST
RAPSP20150427,South Dakota - Multiple Cities,Fairfield Inn & Suites Spearfish,RAPSP,20150427,"Spearfish, SD",,,www.marriott.com/property/propertyPage/RAPSP?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=RAPSP&cc=MEB&fromDate=04/30/15&toDate=05/03/15,67, ,71, ,$, ,20150430,20150503,SDMULT,South Dakota,Multiple Cities,SD,Spearfish,2720 1st Avenue East,57783,rapsp,N,MIDWEST
ELPCY20150427,Texas - El Paso,Courtyard El Paso Airport,ELPCY,20150427,"El Paso, TX",,,www.marriott.com/property/propertyPage/ELPCY?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ELPCY&cc=MEB&fromDate=04/30/15&toDate=05/03/15,63, ,71, ,$, ,20150430,20150503,TXELPA,Texas,El Paso,TX,El Paso,6610 International Road,79925,elpcy,N,SOUTHWEST
ELPFI20150427,Texas - El Paso,Fairfield Inn & Suites El Paso,ELPFI,20150427,"El Paso, TX",,,www.marriott.com/property/propertyPage/ELPFI?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ELPFI&cc=MEB&fromDate=05/01/15&toDate=05/03/15,71, ,75,*,$, ,20150430,20150503,TXELPA,Texas,El Paso,TX,El Paso,7514 Remcon Circle,79912,elpfi,N,SOUTHWEST
BTVFB20150427,Vermont - Burlington-Williston,Fairfield Inn Burlington Williston,BTVFB,20150427,"Williston, VT",,,www.marriott.com/property/propertyPage/BTVFB?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BTVFB&cc=MEB&fromDate=04/30/15&toDate=05/03/15,127, ,143, ,$, ,20150430,20150503,VTBURL,Vermont,Burlington-Williston,VT,Williston,2844 St. George Road,5495,btvfb,N,NORTHEAST
BTVWL20150427,Vermont - Burlington-Williston,Courtyard Burlington Williston,BTVWL,20150427,"Williston, VT",,,www.marriott.com/property/propertyPage/BTVWL?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BTVWL&cc=MEB&fromDate=04/30/15&toDate=05/03/15,127, ,135, ,$, ,20150430,20150503,VTBURL,Vermont,Burlington-Williston,VT,Williston,177 Hurricane Lane,5495,btvwl,N,NORTHEAST
ORFDT20150427,Virginia - Norfolk-Virginia Beach,Courtyard Norfolk Downtown,ORFDT,20150427,"Norfolk, VA",,,www.marriott.com/property/propertyPage/ORFDT?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ORFDT&cc=MEB&fromDate=05/01/15&toDate=05/03/15,87, ,103,*,$, ,20150430,20150503,VANORF,Virginia,Norfolk-Virginia Beach,VA,Norfolk,520 Plume Street,23510,orfdt,N,SOUTHEAST
ORFFC20150427,Virginia - Norfolk-Virginia Beach,Fairfield Inn & Suites Chesapeake,ORFFC,20150427,"Chesapeake, VA",,,www.marriott.com/property/propertyPage/ORFFC?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ORFFC&cc=MEB&fromDate=04/30/15&toDate=05/03/15,95, , , ,$, ,20150430,20150503,VANORF,Virginia,Norfolk-Virginia Beach,VA,Chesapeake,1560 Crossways Boulevard,23320,orffc,N,SOUTHEAST
ORFGB20150427,Virginia - Norfolk-Virginia Beach,Residence Inn Chesapeake Greenbrier,ORFGB,20150427,"Chesapeake, VA",,,www.marriott.com/property/propertyPage/ORFGB?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ORFGB&cc=MEB&fromDate=04/30/15&toDate=05/03/15,123, ,127, ,$, ,20150430,20150503,VANORF,Virginia,Norfolk-Virginia Beach,VA,Chesapeake,1500 Crossways Blvd.,23320,orfgb,N,SOUTHEAST
ORFGR20150427,Virginia - Norfolk-Virginia Beach,Marriott Chesapeake,ORFGR,20150427,"Chesapeake, VA",,,www.marriott.com/property/propertyPage/ORFGR?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ORFGR&cc=MEB&fromDate=04/30/15&toDate=05/03/15,95, ,103, ,$, ,20150430,20150503,VANORF,Virginia,Norfolk-Virginia Beach,VA,Chesapeake,725 Woodlake Drive,23320,orfgr,N,SOUTHEAST
ORFNC20150427,Virginia - Norfolk-Virginia Beach,SpringHill Suites Chesapeake Greenbrier,ORFNC,20150427,"Chesapeake, VA",,,www.marriott.com/property/propertyPage/ORFNC?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ORFNC&cc=MEB&fromDate=04/30/15&toDate=05/03/15,111, ,115, ,$, ,20150430,20150503,VANORF,Virginia,Norfolk-Virginia Beach,VA,Chesapeake,1446 Crossways Boulevard,23320,orfnc,N,SOUTHEAST
ORFNW20150427,Virginia - Norfolk-Virginia Beach,SpringHill Suites Norfolk Virginia Beach,ORFNW,20150427,"Norfolk, VA",,,www.marriott.com/property/propertyPage/ORFNW?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ORFNW&cc=MEB&fromDate=04/30/15&toDate=05/03/15,111, ,127, ,$, ,20150430,20150503,VANORF,Virginia,Norfolk-Virginia Beach,VA,Norfolk,6350 Newtown Rd,23502,orfnw,N,SOUTHEAST
ORFOD20150427,Virginia - Norfolk-Virginia Beach,SpringHill Suites Norfolk Old Dominion University,ORFOD,20150427,"Norfolk, VA",,,www.marriott.com/property/propertyPage/ORFOD?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ORFOD&cc=MEB&fromDate=05/01/15&toDate=05/03/15,111, ,119,*,$, ,20150430,20150503,VANORF,Virginia,Norfolk-Virginia Beach,VA,Norfolk,4500 Hampton Boulevard,23508,orfod,N,SOUTHEAST
ORFRI20150427,Virginia - Norfolk-Virginia Beach,Residence Inn Norfolk Airport,ORFRI,20150427,"Norfolk, VA",,,www.marriott.com/property/propertyPage/ORFRI?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ORFRI&cc=MEB&fromDate=04/30/15&toDate=05/03/15,119, ,127, ,$, ,20150430,20150503,VANORF,Virginia,Norfolk-Virginia Beach,VA,Norfolk,1590 North Military Highway,23502,orfri,N,SOUTHEAST
ORFRN20150427,Virginia - Norfolk-Virginia Beach,Residence Inn Norfolk Downtown,ORFRN,20150427,"Norfolk, VA",,,www.marriott.com/property/propertyPage/ORFRN?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ORFRN&cc=MEB&fromDate=05/01/15&toDate=05/03/15,103, ,119,*,$, ,20150430,20150503,VANORF,Virginia,Norfolk-Virginia Beach,VA,Norfolk,227 West Brambleton Avenue,23510,orfrn,N,SOUTHEAST
ORFVB20150427,Virginia - Norfolk-Virginia Beach,Courtyard Virginia Beach Norfolk,ORFVB,20150427,"Virginia Beach, VA",,,www.marriott.com/property/propertyPage/ORFVB?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=ORFVB&cc=MEB&fromDate=04/30/15&toDate=05/03/15,87, ,111, ,$, ,20150430,20150503,VANORF,Virginia,Norfolk-Virginia Beach,VA,Virginia Beach,5700 Greenwich Road,23462,orfvb,N,SOUTHEAST
BVUCH20150427,Washington - Seattle,Courtyard Seattle Bellevue/Redmond,BVUCH,20150427,"Bellevue, WA",,,www.marriott.com/property/propertyPage/BVUCH?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BVUCH&cc=MEB&fromDate=05/01/15&toDate=05/03/15,103, ,175,*,$, ,20150430,20150503,WASEAT,Washington,Seattle,WA,Bellevue,14615 NE 29th Place,98007,bvuch,Y,NORTHWEST
BVUFI20150427,Washington - Seattle,Fairfield Inn & Suites Seattle Bellevue/Redmond,BVUFI,20150427,"Bellevue, WA",,,www.marriott.com/property/propertyPage/BVUFI?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BVUFI&cc=MEB&fromDate=04/30/15&toDate=05/03/15,103, ,111, ,$, ,20150430,20150503,WASEAT,Washington,Seattle,WA,Bellevue,14595 NE 29th Place,98007,bvufi,Y,NORTHWEST
BVURI20150427,Washington - Seattle,Residence Inn Seattle Bellevue/Downtown,BVURI,20150427,"Bellevue, WA",,,www.marriott.com/property/propertyPage/BVURI?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BVURI&cc=MEB&fromDate=05/01/15&toDate=05/03/15,95,*, , ,$, ,20150430,20150503,WASEAT,Washington,Seattle,WA,Bellevue,605 114th Avenue SE,98004,bvuri,Y,NORTHWEST
BVUWA20150427,Washington - Seattle,Residence Inn Seattle Bellevue,BVUWA,20150427,"Bellevue, WA",,,www.marriott.com/property/propertyPage/BVUWA?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BVUWA&cc=MEB&fromDate=05/01/15&toDate=05/03/15,95,*, , ,$, ,20150430,20150503,WASEAT,Washington,Seattle,WA,Bellevue,14455 NE 29th Place,98007,bvuwa,Y,NORTHWEST
SEAFW20150427,Washington - Seattle,Courtyard Seattle Federal Way,SEAFW,20150427,"Federal Way, WA",,,www.marriott.com/property/propertyPage/SEAFW?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=SEAFW&cc=MEB&fromDate=04/30/15&toDate=05/03/15,103, ,135, ,$, ,20150430,20150503,WASEAT,Washington,Seattle,WA,Federal Way,31910 Gateway Center Blvd. South,98003,seafw,Y,NORTHWEST
SEALN20150427,Washington - Seattle,Courtyard Seattle North/Lynnwood Everett,SEALN,20150427,"Lynnwood, WA",,,www.marriott.com/property/propertyPage/SEALN?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=SEALN&cc=MEB&fromDate=04/30/15&toDate=05/03/15,87, ,103, ,$, ,20150430,20150503,WASEAT,Washington,Seattle,WA,Lynnwood,4220 Alderwood Mall Blvd,98036,sealn,Y,NORTHWEST
SEALW20150427,Washington - Seattle,Residence Inn Seattle North/Lynnwood Everett,SEALW,20150427,"Lynnwood, WA",,,www.marriott.com/property/propertyPage/SEALW?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=SEALW&cc=MEB&fromDate=05/01/15&toDate=05/03/15,103, ,111,*,$, ,20150430,20150503,WASEAT,Washington,Seattle,WA,Lynnwood,18200 Alderwood Mall Parkway,98037,sealw,Y,NORTHWEST
SEAMC20150427,Washington - Seattle,Redmond Marriott Town Center,SEAMC,20150427,"Redmond, WA",,,www.marriott.com/property/propertyPage/SEAMC?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=SEAMC&cc=MEB&fromDate=05/01/15&toDate=05/03/15,111,*, , ,$, ,20150430,20150503,WASEAT,Washington,Seattle,WA,Redmond,7401 164th Avenue NE,98052,seamc,Y,NORTHWEST
SEAPP20150427,Washington - Seattle,Fairfield Inn & Suites Tacoma Puyallup,SEAPP,20150427,"Puyallup, WA",,,www.marriott.com/property/propertyPage/SEAPP?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=SEAPP&cc=MEB&fromDate=05/01/15&toDate=05/03/15,111, ,119,*,$, ,20150430,20150503,WASEAT,Washington,Seattle,WA,Puyallup,202 15th Avenue SW,98371,seapp,Y,NORTHWEST
SEARD20150427,Washington - Seattle,Residence Inn Seattle East/Redmond,SEARD,20150427,"Redmond, WA",,,www.marriott.com/property/propertyPage/SEARD?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=SEARD&cc=MEB&fromDate=05/01/15&toDate=05/03/15,87, ,151,*,$, ,20150430,20150503,WASEAT,Washington,Seattle,WA,Redmond,7575 164th Ave. N.E.,98052,seard,Y,NORTHWEST
SEASO20150427,Washington - Seattle,Residence Inn Seattle South/Tukwila,SEASO,20150427,"Tukwila, WA",,,www.marriott.com/property/propertyPage/SEASO?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=SEASO&cc=MEB&fromDate=05/01/15&toDate=05/03/15,87,*, , ,$, ,20150430,20150503,WASEAT,Washington,Seattle,WA,Tukwila,16201 West Valley Highway,98188,seaso,Y,NORTHWEST
SEASR20150427,Washington - Seattle,SpringHill Suites Seattle South/Renton,SEASR,20150427,"Renton, WA",,,www.marriott.com/property/propertyPage/SEASR?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=SEASR&cc=MEB&fromDate=04/30/15&toDate=05/03/15,103, ,135, ,$, ,20150430,20150503,WASEAT,Washington,Seattle,WA,Renton,200 SW 19th Street,98057,seasr,Y,NORTHWEST
SEATA20150427,Washington - Seattle,Fairfield Inn Seattle Sea-Tac Airport,SEATA,20150427,"Seattle, WA",,,www.marriott.com/property/propertyPage/SEATA?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=SEATA&cc=MEB&fromDate=04/30/15&toDate=05/03/15,87, ,111, ,$, ,20150430,20150503,WASEAT,Washington,Seattle,WA,Seattle,19631 International Blvd.,98188,seata,Y,NORTHWEST
SEATC20150427,Washington - Seattle,Courtyard Seattle Kirkland,SEATC,20150427,"Kirkland, WA",,,www.marriott.com/property/propertyPage/SEATC?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=SEATC&cc=MEB&fromDate=05/01/15&toDate=05/03/15,95, ,103,*,$, ,20150430,20150503,WASEAT,Washington,Seattle,WA,Kirkland,11215 NE 124th Street,98034,seatc,Y,NORTHWEST
SEATR20150427,Washington - Seattle,TownePlace Suites Seattle South/Renton,SEATR,20150427,"Renton, WA",,,www.marriott.com/property/propertyPage/SEATR?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=SEATR&cc=MEB&fromDate=04/30/15&toDate=05/03/15,95, ,127, ,$, ,20150430,20150503,WASEAT,Washington,Seattle,WA,Renton,300 SW 19th Street,98057,seatr,Y,NORTHWEST
SEATS20150427,Washington - Seattle,TownePlace Suites Seattle Everett/Mukilteo,SEATS,20150427,"Mukilteo, WA",,,www.marriott.com/property/propertyPage/SEATS?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=SEATS&cc=MEB&fromDate=05/01/15&toDate=05/03/15,103,*, , ,$, ,20150430,20150503,WASEAT,Washington,Seattle,WA,Mukilteo,8521 Mukilteo Speedway,98275,seats,Y,NORTHWEST
SEAWA20150427,Washington - Seattle,Seattle Airport Marriott,SEAWA,20150427,"Seattle, WA",,,www.marriott.com/property/propertyPage/SEAWA?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=SEAWA&cc=MEB&fromDate=05/01/15&toDate=05/03/15,119,*, , ,$, ,20150430,20150503,WASEAT,Washington,Seattle,WA,Seattle,3201 South 176th Street,98188,seawa,Y,NORTHWEST
